Domaine,Zone,Élément,Produit,Année,Édition,Unité,Valeur
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Singapour","Valeur","Number of people unable to afford a healthy diet (NUA), million","2024","Juillet 2025 (rapport SOFI)","millions de No",""
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Sint Maarten (partie néerlandaise)","Valeur","Cost of animal source foods, LCU per person per day","2021","Juillet 2025 (rapport SOFI)","UML/personne/jour",""
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Sint Maarten (partie néerlandaise)","Valeur","Cost of animal source foods, PPP dollar per person per day","2021","Juillet 2025 (rapport SOFI)","Int$ (PPP) per person per day",""
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Sint Maarten (partie néerlandaise)","Valeur","Number of people unable to afford a healthy diet (NUA), million","2017","Juillet 2025 (rapport SOFI)","millions de No",""
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Sint Maarten (partie néerlandaise)","Valeur","Number of people unable to afford a healthy diet (NUA), million","2018","Juillet 2025 (rapport SOFI)","millions de No",""
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Sint Maarten (partie néerlandaise)","Valeur","Number of people unable to afford a healthy diet (NUA), million","2019","Juillet 2025 (rapport SOFI)","millions de No",""
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Sint Maarten (partie néerlandaise)","Valeur","Number of people unable to afford a healthy diet (NUA), million","2020","Juillet 2025 (rapport SOFI)","millions de No",""
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Sint Maarten (partie néerlandaise)","Valeur","Number of people unable to afford a healthy diet (NUA), million","2021","Juillet 2025 (rapport SOFI)","millions de No",""
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Sint Maarten (partie néerlandaise)","Valeur","Number of people unable to afford a healthy diet (NUA), million","2022","Juillet 2025 (rapport SOFI)","millions de No",""
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Sint Maarten (partie néerlandaise)","Valeur","Number of people unable to afford a healthy diet (NUA), million","2023","Juillet 2025 (rapport SOFI)","millions de No",""
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Sint Maarten (partie néerlandaise)","Valeur","Number of people unable to afford a healthy diet (NUA), million","2024","Juillet 2025 (rapport SOFI)","millions de No",""
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Slovaquie","Valeur","Cost of animal source foods, LCU per person per day","2021","Juillet 2025 (rapport SOFI)","UML/personne/jour","0.36"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Slovaquie","Valeur","Cost of animal source foods, PPP dollar per person per day","2021","Juillet 2025 (rapport SOFI)","Int$ (PPP) per person per day","0.63"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Slovaquie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2017","Juillet 2025 (rapport SOFI)","millions de No","1.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Slovaquie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2018","Juillet 2025 (rapport SOFI)","millions de No","1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Slovaquie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2019","Juillet 2025 (rapport SOFI)","millions de No","0.8"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Slovaquie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2020","Juillet 2025 (rapport SOFI)","millions de No","1.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Slovaquie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2021","Juillet 2025 (rapport SOFI)","millions de No","1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Slovaquie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2022","Juillet 2025 (rapport SOFI)","millions de No","0.9"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Slovaquie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2023","Juillet 2025 (rapport SOFI)","millions de No","0.9"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Slovaquie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2024","Juillet 2025 (rapport SOFI)","millions de No","0.9"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Slovénie","Valeur","Cost of animal source foods, LCU per person per day","2021","Juillet 2025 (rapport SOFI)","UML/personne/jour","0.44"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Slovénie","Valeur","Cost of animal source foods, PPP dollar per person per day","2021","Juillet 2025 (rapport SOFI)","Int$ (PPP) per person per day","0.73"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Slovénie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2017","Juillet 2025 (rapport SOFI)","millions de No","0.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Slovénie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2018","Juillet 2025 (rapport SOFI)","millions de No","0.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Slovénie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2019","Juillet 2025 (rapport SOFI)","millions de No","<0.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Slovénie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2020","Juillet 2025 (rapport SOFI)","millions de No","<0.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Slovénie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2021","Juillet 2025 (rapport SOFI)","millions de No","<0.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Slovénie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2022","Juillet 2025 (rapport SOFI)","millions de No","<0.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Slovénie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2023","Juillet 2025 (rapport SOFI)","millions de No","<0.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Slovénie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2024","Juillet 2025 (rapport SOFI)","millions de No","<0.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Somalie","Valeur","Cost of animal source foods, LCU per person per day","2021","Juillet 2025 (rapport SOFI)","UML/personne/jour","0.51"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Somalie","Valeur","Cost of animal source foods, PPP dollar per person per day","2021","Juillet 2025 (rapport SOFI)","Int$ (PPP) per person per day","1.28"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Somalie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2017","Juillet 2025 (rapport SOFI)","millions de No",""
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Somalie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2018","Juillet 2025 (rapport SOFI)","millions de No",""
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Somalie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2019","Juillet 2025 (rapport SOFI)","millions de No",""
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Somalie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2020","Juillet 2025 (rapport SOFI)","millions de No",""
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Somalie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2021","Juillet 2025 (rapport SOFI)","millions de No",""
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Somalie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2022","Juillet 2025 (rapport SOFI)","millions de No",""
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Somalie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2023","Juillet 2025 (rapport SOFI)","millions de No",""
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Somalie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2024","Juillet 2025 (rapport SOFI)","millions de No",""
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Soudan","Valeur","Cost of animal source foods, LCU per person per day","2021","Juillet 2025 (rapport SOFI)","UML/personne/jour","95.15"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Soudan","Valeur","Cost of animal source foods, PPP dollar per person per day","2021","Juillet 2025 (rapport SOFI)","Int$ (PPP) per person per day","0.94"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Soudan","Valeur","Number of people unable to afford a healthy diet (NUA), million","2017","Juillet 2025 (rapport SOFI)","millions de No","19.8"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Soudan","Valeur","Number of people unable to afford a healthy diet (NUA), million","2018","Juillet 2025 (rapport SOFI)","millions de No","22.7"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Soudan","Valeur","Number of people unable to afford a healthy diet (NUA), million","2019","Juillet 2025 (rapport SOFI)","millions de No","26.3"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Soudan","Valeur","Number of people unable to afford a healthy diet (NUA), million","2020","Juillet 2025 (rapport SOFI)","millions de No","27.6"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Soudan","Valeur","Number of people unable to afford a healthy diet (NUA), million","2021","Juillet 2025 (rapport SOFI)","millions de No","21.7"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Soudan","Valeur","Number of people unable to afford a healthy diet (NUA), million","2022","Juillet 2025 (rapport SOFI)","millions de No","17.4"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Soudan","Valeur","Number of people unable to afford a healthy diet (NUA), million","2023","Juillet 2025 (rapport SOFI)","millions de No","23.5"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Soudan","Valeur","Number of people unable to afford a healthy diet (NUA), million","2024","Juillet 2025 (rapport SOFI)","millions de No","27.4"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Soudan du Sud","Valeur","Cost of animal source foods, LCU per person per day","2021","Juillet 2025 (rapport SOFI)","UML/personne/jour","230.46"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Soudan du Sud","Valeur","Cost of animal source foods, PPP dollar per person per day","2021","Juillet 2025 (rapport SOFI)","Int$ (PPP) per person per day","1.46"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Soudan du Sud","Valeur","Number of people unable to afford a healthy diet (NUA), million","2017","Juillet 2025 (rapport SOFI)","millions de No","9.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Soudan du Sud","Valeur","Number of people unable to afford a healthy diet (NUA), million","2018","Juillet 2025 (rapport SOFI)","millions de No","8.9"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Soudan du Sud","Valeur","Number of people unable to afford a healthy diet (NUA), million","2019","Juillet 2025 (rapport SOFI)","millions de No","9.4"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Soudan du Sud","Valeur","Number of people unable to afford a healthy diet (NUA), million","2020","Juillet 2025 (rapport SOFI)","millions de No","9.7"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Soudan du Sud","Valeur","Number of people unable to afford a healthy diet (NUA), million","2021","Juillet 2025 (rapport SOFI)","millions de No","10"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Soudan du Sud","Valeur","Number of people unable to afford a healthy diet (NUA), million","2022","Juillet 2025 (rapport SOFI)","millions de No","10.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Soudan du Sud","Valeur","Number of people unable to afford a healthy diet (NUA), million","2023","Juillet 2025 (rapport SOFI)","millions de No","10.8"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Soudan du Sud","Valeur","Number of people unable to afford a healthy diet (NUA), million","2024","Juillet 2025 (rapport SOFI)","millions de No","11.7"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Sri Lanka","Valeur","Cost of animal source foods, LCU per person per day","2021","Juillet 2025 (rapport SOFI)","UML/personne/jour","61.17"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Sri Lanka","Valeur","Cost of animal source foods, PPP dollar per person per day","2021","Juillet 2025 (rapport SOFI)","Int$ (PPP) per person per day","1.05"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Sri Lanka","Valeur","Number of people unable to afford a healthy diet (NUA), million","2017","Juillet 2025 (rapport SOFI)","millions de No","7.9"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Sri Lanka","Valeur","Number of people unable to afford a healthy diet (NUA), million","2018","Juillet 2025 (rapport SOFI)","millions de No","7.2"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Sri Lanka","Valeur","Number of people unable to afford a healthy diet (NUA), million","2019","Juillet 2025 (rapport SOFI)","millions de No","7.2"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Sri Lanka","Valeur","Number of people unable to afford a healthy diet (NUA), million","2020","Juillet 2025 (rapport SOFI)","millions de No","8.3"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Sri Lanka","Valeur","Number of people unable to afford a healthy diet (NUA), million","2021","Juillet 2025 (rapport SOFI)","millions de No","8.5"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Sri Lanka","Valeur","Number of people unable to afford a healthy diet (NUA), million","2022","Juillet 2025 (rapport SOFI)","millions de No","10.2"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Sri Lanka","Valeur","Number of people unable to afford a healthy diet (NUA), million","2023","Juillet 2025 (rapport SOFI)","millions de No","10"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Sri Lanka","Valeur","Number of people unable to afford a healthy diet (NUA), million","2024","Juillet 2025 (rapport SOFI)","millions de No","9.9"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Suède","Valeur","Cost of animal source foods, LCU per person per day","2021","Juillet 2025 (rapport SOFI)","UML/personne/jour","5.27"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Suède","Valeur","Cost of animal source foods, PPP dollar per person per day","2021","Juillet 2025 (rapport SOFI)","Int$ (PPP) per person per day","0.58"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Suède","Valeur","Number of people unable to afford a healthy diet (NUA), million","2017","Juillet 2025 (rapport SOFI)","millions de No","0.4"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Suède","Valeur","Number of people unable to afford a healthy diet (NUA), million","2018","Juillet 2025 (rapport SOFI)","millions de No","0.4"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Suède","Valeur","Number of people unable to afford a healthy diet (NUA), million","2019","Juillet 2025 (rapport SOFI)","millions de No","0.4"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Suède","Valeur","Number of people unable to afford a healthy diet (NUA), million","2020","Juillet 2025 (rapport SOFI)","millions de No","0.3"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Suède","Valeur","Number of people unable to afford a healthy diet (NUA), million","2021","Juillet 2025 (rapport SOFI)","millions de No","0.4"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Suède","Valeur","Number of people unable to afford a healthy diet (NUA), million","2022","Juillet 2025 (rapport SOFI)","millions de No","0.4"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Suède","Valeur","Number of people unable to afford a healthy diet (NUA), million","2023","Juillet 2025 (rapport SOFI)","millions de No","0.4"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Suède","Valeur","Number of people unable to afford a healthy diet (NUA), million","2024","Juillet 2025 (rapport SOFI)","millions de No","0.4"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Suisse","Valeur","Cost of animal source foods, LCU per person per day","2021","Juillet 2025 (rapport SOFI)","UML/personne/jour","0.78"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Suisse","Valeur","Cost of animal source foods, PPP dollar per person per day","2021","Juillet 2025 (rapport SOFI)","Int$ (PPP) per person per day","0.63"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Suisse","Valeur","Number of people unable to afford a healthy diet (NUA), million","2017","Juillet 2025 (rapport SOFI)","millions de No","0.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Suisse","Valeur","Number of people unable to afford a healthy diet (NUA), million","2018","Juillet 2025 (rapport SOFI)","millions de No","0.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Suisse","Valeur","Number of people unable to afford a healthy diet (NUA), million","2019","Juillet 2025 (rapport SOFI)","millions de No","0.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Suisse","Valeur","Number of people unable to afford a healthy diet (NUA), million","2020","Juillet 2025 (rapport SOFI)","millions de No","0.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Suisse","Valeur","Number of people unable to afford a healthy diet (NUA), million","2021","Juillet 2025 (rapport SOFI)","millions de No","0.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Suisse","Valeur","Number of people unable to afford a healthy diet (NUA), million","2022","Juillet 2025 (rapport SOFI)","millions de No","0.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Suisse","Valeur","Number of people unable to afford a healthy diet (NUA), million","2023","Juillet 2025 (rapport SOFI)","millions de No","0.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Suisse","Valeur","Number of people unable to afford a healthy diet (NUA), million","2024","Juillet 2025 (rapport SOFI)","millions de No","0.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Suriname","Valeur","Cost of animal source foods, LCU per person per day","2021","Juillet 2025 (rapport SOFI)","UML/personne/jour","7.14"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Suriname","Valeur","Cost of animal source foods, PPP dollar per person per day","2021","Juillet 2025 (rapport SOFI)","Int$ (PPP) per person per day","1.13"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Suriname","Valeur","Number of people unable to afford a healthy diet (NUA), million","2017","Juillet 2025 (rapport SOFI)","millions de No","0.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Suriname","Valeur","Number of people unable to afford a healthy diet (NUA), million","2018","Juillet 2025 (rapport SOFI)","millions de No","0.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Suriname","Valeur","Number of people unable to afford a healthy diet (NUA), million","2019","Juillet 2025 (rapport SOFI)","millions de No","0.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Suriname","Valeur","Number of people unable to afford a healthy diet (NUA), million","2020","Juillet 2025 (rapport SOFI)","millions de No","0.2"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Suriname","Valeur","Number of people unable to afford a healthy diet (NUA), million","2021","Juillet 2025 (rapport SOFI)","millions de No","0.2"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Suriname","Valeur","Number of people unable to afford a healthy diet (NUA), million","2022","Juillet 2025 (rapport SOFI)","millions de No","0.2"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Suriname","Valeur","Number of people unable to afford a healthy diet (NUA), million","2023","Juillet 2025 (rapport SOFI)","millions de No","0.2"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Suriname","Valeur","Number of people unable to afford a healthy diet (NUA), million","2024","Juillet 2025 (rapport SOFI)","millions de No","0.2"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Tadjikistan","Valeur","Cost of animal source foods, LCU per person per day","2021","Juillet 2025 (rapport SOFI)","UML/personne/jour","3.02"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Tadjikistan","Valeur","Cost of animal source foods, PPP dollar per person per day","2021","Juillet 2025 (rapport SOFI)","Int$ (PPP) per person per day","0.94"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Tadjikistan","Valeur","Number of people unable to afford a healthy diet (NUA), million","2017","Juillet 2025 (rapport SOFI)","millions de No","3.3"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Tadjikistan","Valeur","Number of people unable to afford a healthy diet (NUA), million","2018","Juillet 2025 (rapport SOFI)","millions de No","3.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Tadjikistan","Valeur","Number of people unable to afford a healthy diet (NUA), million","2019","Juillet 2025 (rapport SOFI)","millions de No","3.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Tadjikistan","Valeur","Number of people unable to afford a healthy diet (NUA), million","2020","Juillet 2025 (rapport SOFI)","millions de No","3.2"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Tadjikistan","Valeur","Number of people unable to afford a healthy diet (NUA), million","2021","Juillet 2025 (rapport SOFI)","millions de No","3"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Tadjikistan","Valeur","Number of people unable to afford a healthy diet (NUA), million","2022","Juillet 2025 (rapport SOFI)","millions de No","2.8"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Tadjikistan","Valeur","Number of people unable to afford a healthy diet (NUA), million","2023","Juillet 2025 (rapport SOFI)","millions de No","2.7"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Tadjikistan","Valeur","Number of people unable to afford a healthy diet (NUA), million","2024","Juillet 2025 (rapport SOFI)","millions de No","2.6"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Tchad","Valeur","Cost of animal source foods, LCU per person per day","2021","Juillet 2025 (rapport SOFI)","UML/personne/jour","209.08"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Tchad","Valeur","Cost of animal source foods, PPP dollar per person per day","2021","Juillet 2025 (rapport SOFI)","Int$ (PPP) per person per day","0.97"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Tchad","Valeur","Number of people unable to afford a healthy diet (NUA), million","2017","Juillet 2025 (rapport SOFI)","millions de No","10"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Tchad","Valeur","Number of people unable to afford a healthy diet (NUA), million","2018","Juillet 2025 (rapport SOFI)","millions de No","9.9"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Tchad","Valeur","Number of people unable to afford a healthy diet (NUA), million","2019","Juillet 2025 (rapport SOFI)","millions de No","9.7"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Tchad","Valeur","Number of people unable to afford a healthy diet (NUA), million","2020","Juillet 2025 (rapport SOFI)","millions de No","10.4"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Tchad","Valeur","Number of people unable to afford a healthy diet (NUA), million","2021","Juillet 2025 (rapport SOFI)","millions de No","10.7"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Tchad","Valeur","Number of people unable to afford a healthy diet (NUA), million","2022","Juillet 2025 (rapport SOFI)","millions de No","11.4"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Tchad","Valeur","Number of people unable to afford a healthy diet (NUA), million","2023","Juillet 2025 (rapport SOFI)","millions de No","12.2"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Tchad","Valeur","Number of people unable to afford a healthy diet (NUA), million","2024","Juillet 2025 (rapport SOFI)","millions de No","13"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Tchéquie","Valeur","Cost of animal source foods, LCU per person per day","2021","Juillet 2025 (rapport SOFI)","UML/personne/jour","10.9"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Tchéquie","Valeur","Cost of animal source foods, PPP dollar per person per day","2021","Juillet 2025 (rapport SOFI)","Int$ (PPP) per person per day","0.74"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Tchéquie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2017","Juillet 2025 (rapport SOFI)","millions de No","0.5"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Tchéquie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2018","Juillet 2025 (rapport SOFI)","millions de No","0.4"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Tchéquie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2019","Juillet 2025 (rapport SOFI)","millions de No","0.4"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Tchéquie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2020","Juillet 2025 (rapport SOFI)","millions de No","0.4"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Tchéquie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2021","Juillet 2025 (rapport SOFI)","millions de No","0.4"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Tchéquie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2022","Juillet 2025 (rapport SOFI)","millions de No","0.4"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Tchéquie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2023","Juillet 2025 (rapport SOFI)","millions de No","0.5"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Tchéquie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2024","Juillet 2025 (rapport SOFI)","millions de No","0.4"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Thaïlande","Valeur","Cost of animal source foods, LCU per person per day","2021","Juillet 2025 (rapport SOFI)","UML/personne/jour","10.91"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Thaïlande","Valeur","Cost of animal source foods, PPP dollar per person per day","2021","Juillet 2025 (rapport SOFI)","Int$ (PPP) per person per day","0.93"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Thaïlande","Valeur","Number of people unable to afford a healthy diet (NUA), million","2017","Juillet 2025 (rapport SOFI)","millions de No","16.3"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Thaïlande","Valeur","Number of people unable to afford a healthy diet (NUA), million","2018","Juillet 2025 (rapport SOFI)","millions de No","16.8"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Thaïlande","Valeur","Number of people unable to afford a healthy diet (NUA), million","2019","Juillet 2025 (rapport SOFI)","millions de No","15.3"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Thaïlande","Valeur","Number of people unable to afford a healthy diet (NUA), million","2020","Juillet 2025 (rapport SOFI)","millions de No","15.2"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Thaïlande","Valeur","Number of people unable to afford a healthy diet (NUA), million","2021","Juillet 2025 (rapport SOFI)","millions de No","14.3"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Thaïlande","Valeur","Number of people unable to afford a healthy diet (NUA), million","2022","Juillet 2025 (rapport SOFI)","millions de No","12.9"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Thaïlande","Valeur","Number of people unable to afford a healthy diet (NUA), million","2023","Juillet 2025 (rapport SOFI)","millions de No","12.5"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Thaïlande","Valeur","Number of people unable to afford a healthy diet (NUA), million","2024","Juillet 2025 (rapport SOFI)","millions de No","12"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Togo","Valeur","Cost of animal source foods, LCU per person per day","2021","Juillet 2025 (rapport SOFI)","UML/personne/jour","289.39"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Togo","Valeur","Cost of animal source foods, PPP dollar per person per day","2021","Juillet 2025 (rapport SOFI)","Int$ (PPP) per person per day","1.31"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Togo","Valeur","Number of people unable to afford a healthy diet (NUA), million","2017","Juillet 2025 (rapport SOFI)","millions de No","5.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Togo","Valeur","Number of people unable to afford a healthy diet (NUA), million","2018","Juillet 2025 (rapport SOFI)","millions de No","4.6"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Togo","Valeur","Number of people unable to afford a healthy diet (NUA), million","2019","Juillet 2025 (rapport SOFI)","millions de No","4.4"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Togo","Valeur","Number of people unable to afford a healthy diet (NUA), million","2020","Juillet 2025 (rapport SOFI)","millions de No","4.6"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Togo","Valeur","Number of people unable to afford a healthy diet (NUA), million","2021","Juillet 2025 (rapport SOFI)","millions de No","4.9"
