Domaine,Zone,Élément,Produit,Année,Édition,Unité,Valeur
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Kenya","Valeur","Cost of animal source foods, LCU per person per day","2021","Juillet 2025 (rapport SOFI)","UML/personne/jour","55.89"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Kenya","Valeur","Cost of animal source foods, PPP dollar per person per day","2021","Juillet 2025 (rapport SOFI)","Int$ (PPP) per person per day","1.32"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Kenya","Valeur","Number of people unable to afford a healthy diet (NUA), million","2017","Juillet 2025 (rapport SOFI)","millions de No","34.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Kenya","Valeur","Number of people unable to afford a healthy diet (NUA), million","2018","Juillet 2025 (rapport SOFI)","millions de No","34.8"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Kenya","Valeur","Number of people unable to afford a healthy diet (NUA), million","2019","Juillet 2025 (rapport SOFI)","millions de No","36.7"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Kenya","Valeur","Number of people unable to afford a healthy diet (NUA), million","2020","Juillet 2025 (rapport SOFI)","millions de No","39.6"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Kenya","Valeur","Number of people unable to afford a healthy diet (NUA), million","2021","Juillet 2025 (rapport SOFI)","millions de No","41.3"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Kenya","Valeur","Number of people unable to afford a healthy diet (NUA), million","2022","Juillet 2025 (rapport SOFI)","millions de No","42.3"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Kenya","Valeur","Number of people unable to afford a healthy diet (NUA), million","2023","Juillet 2025 (rapport SOFI)","millions de No","42.9"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Kenya","Valeur","Number of people unable to afford a healthy diet (NUA), million","2024","Juillet 2025 (rapport SOFI)","millions de No","43.5"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Kirghizistan","Valeur","Cost of animal source foods, LCU per person per day","2021","Juillet 2025 (rapport SOFI)","UML/personne/jour","20.07"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Kirghizistan","Valeur","Cost of animal source foods, PPP dollar per person per day","2021","Juillet 2025 (rapport SOFI)","Int$ (PPP) per person per day","0.83"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Kirghizistan","Valeur","Number of people unable to afford a healthy diet (NUA), million","2017","Juillet 2025 (rapport SOFI)","millions de No","2.5"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Kirghizistan","Valeur","Number of people unable to afford a healthy diet (NUA), million","2018","Juillet 2025 (rapport SOFI)","millions de No","2.2"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Kirghizistan","Valeur","Number of people unable to afford a healthy diet (NUA), million","2019","Juillet 2025 (rapport SOFI)","millions de No","2"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Kirghizistan","Valeur","Number of people unable to afford a healthy diet (NUA), million","2020","Juillet 2025 (rapport SOFI)","millions de No","2.7"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Kirghizistan","Valeur","Number of people unable to afford a healthy diet (NUA), million","2021","Juillet 2025 (rapport SOFI)","millions de No","2.5"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Kirghizistan","Valeur","Number of people unable to afford a healthy diet (NUA), million","2022","Juillet 2025 (rapport SOFI)","millions de No","2.5"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Kirghizistan","Valeur","Number of people unable to afford a healthy diet (NUA), million","2023","Juillet 2025 (rapport SOFI)","millions de No","2.4"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Kirghizistan","Valeur","Number of people unable to afford a healthy diet (NUA), million","2024","Juillet 2025 (rapport SOFI)","millions de No","2.2"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Koweït","Valeur","Cost of animal source foods, LCU per person per day","2021","Juillet 2025 (rapport SOFI)","UML/personne/jour","0.08"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Koweït","Valeur","Cost of animal source foods, PPP dollar per person per day","2021","Juillet 2025 (rapport SOFI)","Int$ (PPP) per person per day","0.43"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Koweït","Valeur","Number of people unable to afford a healthy diet (NUA), million","2017","Juillet 2025 (rapport SOFI)","millions de No",""
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Koweït","Valeur","Number of people unable to afford a healthy diet (NUA), million","2018","Juillet 2025 (rapport SOFI)","millions de No",""
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Koweït","Valeur","Number of people unable to afford a healthy diet (NUA), million","2019","Juillet 2025 (rapport SOFI)","millions de No",""
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Koweït","Valeur","Number of people unable to afford a healthy diet (NUA), million","2020","Juillet 2025 (rapport SOFI)","millions de No",""
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Koweït","Valeur","Number of people unable to afford a healthy diet (NUA), million","2021","Juillet 2025 (rapport SOFI)","millions de No",""
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Koweït","Valeur","Number of people unable to afford a healthy diet (NUA), million","2022","Juillet 2025 (rapport SOFI)","millions de No",""
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Koweït","Valeur","Number of people unable to afford a healthy diet (NUA), million","2023","Juillet 2025 (rapport SOFI)","millions de No",""
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Koweït","Valeur","Number of people unable to afford a healthy diet (NUA), million","2024","Juillet 2025 (rapport SOFI)","millions de No",""
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Lesotho","Valeur","Cost of animal source foods, LCU per person per day","2021","Juillet 2025 (rapport SOFI)","UML/personne/jour","7.72"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Lesotho","Valeur","Cost of animal source foods, PPP dollar per person per day","2021","Juillet 2025 (rapport SOFI)","Int$ (PPP) per person per day","1.33"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Lesotho","Valeur","Number of people unable to afford a healthy diet (NUA), million","2017","Juillet 2025 (rapport SOFI)","millions de No","1.5"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Lesotho","Valeur","Number of people unable to afford a healthy diet (NUA), million","2018","Juillet 2025 (rapport SOFI)","millions de No","1.6"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Lesotho","Valeur","Number of people unable to afford a healthy diet (NUA), million","2019","Juillet 2025 (rapport SOFI)","millions de No","1.6"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Lesotho","Valeur","Number of people unable to afford a healthy diet (NUA), million","2020","Juillet 2025 (rapport SOFI)","millions de No","1.7"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Lesotho","Valeur","Number of people unable to afford a healthy diet (NUA), million","2021","Juillet 2025 (rapport SOFI)","millions de No","1.7"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Lesotho","Valeur","Number of people unable to afford a healthy diet (NUA), million","2022","Juillet 2025 (rapport SOFI)","millions de No","1.8"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Lesotho","Valeur","Number of people unable to afford a healthy diet (NUA), million","2023","Juillet 2025 (rapport SOFI)","millions de No","1.8"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Lesotho","Valeur","Number of people unable to afford a healthy diet (NUA), million","2024","Juillet 2025 (rapport SOFI)","millions de No","1.8"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Lettonie","Valeur","Cost of animal source foods, LCU per person per day","2021","Juillet 2025 (rapport SOFI)","UML/personne/jour","0.48"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Lettonie","Valeur","Cost of animal source foods, PPP dollar per person per day","2021","Juillet 2025 (rapport SOFI)","Int$ (PPP) per person per day","0.92"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Lettonie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2017","Juillet 2025 (rapport SOFI)","millions de No","0.5"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Lettonie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2018","Juillet 2025 (rapport SOFI)","millions de No","0.4"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Lettonie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2019","Juillet 2025 (rapport SOFI)","millions de No","0.3"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Lettonie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2020","Juillet 2025 (rapport SOFI)","millions de No","0.3"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Lettonie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2021","Juillet 2025 (rapport SOFI)","millions de No","0.3"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Lettonie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2022","Juillet 2025 (rapport SOFI)","millions de No","0.2"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Lettonie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2023","Juillet 2025 (rapport SOFI)","millions de No","0.2"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Lettonie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2024","Juillet 2025 (rapport SOFI)","millions de No","0.2"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Liban","Valeur","Cost of animal source foods, LCU per person per day","2021","Juillet 2025 (rapport SOFI)","UML/personne/jour","6231.45"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Liban","Valeur","Cost of animal source foods, PPP dollar per person per day","2021","Juillet 2025 (rapport SOFI)","Int$ (PPP) per person per day","1.3"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Liban","Valeur","Number of people unable to afford a healthy diet (NUA), million","2017","Juillet 2025 (rapport SOFI)","millions de No","1.9"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Liban","Valeur","Number of people unable to afford a healthy diet (NUA), million","2018","Juillet 2025 (rapport SOFI)","millions de No","1.9"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Liban","Valeur","Number of people unable to afford a healthy diet (NUA), million","2019","Juillet 2025 (rapport SOFI)","millions de No","1.8"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Liban","Valeur","Number of people unable to afford a healthy diet (NUA), million","2020","Juillet 2025 (rapport SOFI)","millions de No","<0.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Liban","Valeur","Number of people unable to afford a healthy diet (NUA), million","2021","Juillet 2025 (rapport SOFI)","millions de No","0.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Liban","Valeur","Number of people unable to afford a healthy diet (NUA), million","2022","Juillet 2025 (rapport SOFI)","millions de No","0.2"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Liban","Valeur","Number of people unable to afford a healthy diet (NUA), million","2023","Juillet 2025 (rapport SOFI)","millions de No","0.3"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Liban","Valeur","Number of people unable to afford a healthy diet (NUA), million","2024","Juillet 2025 (rapport SOFI)","millions de No","0.2"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Libéria","Valeur","Cost of animal source foods, LCU per person per day","2021","Juillet 2025 (rapport SOFI)","UML/personne/jour","85.46"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Libéria","Valeur","Cost of animal source foods, PPP dollar per person per day","2021","Juillet 2025 (rapport SOFI)","Int$ (PPP) per person per day","1.13"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Libéria","Valeur","Number of people unable to afford a healthy diet (NUA), million","2017","Juillet 2025 (rapport SOFI)","millions de No","3.2"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Libéria","Valeur","Number of people unable to afford a healthy diet (NUA), million","2018","Juillet 2025 (rapport SOFI)","millions de No","3.3"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Libéria","Valeur","Number of people unable to afford a healthy diet (NUA), million","2019","Juillet 2025 (rapport SOFI)","millions de No","3.5"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Libéria","Valeur","Number of people unable to afford a healthy diet (NUA), million","2020","Juillet 2025 (rapport SOFI)","millions de No","3.7"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Libéria","Valeur","Number of people unable to afford a healthy diet (NUA), million","2021","Juillet 2025 (rapport SOFI)","millions de No","3.5"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Libéria","Valeur","Number of people unable to afford a healthy diet (NUA), million","2022","Juillet 2025 (rapport SOFI)","millions de No","3.3"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Libéria","Valeur","Number of people unable to afford a healthy diet (NUA), million","2023","Juillet 2025 (rapport SOFI)","millions de No","3.4"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Libéria","Valeur","Number of people unable to afford a healthy diet (NUA), million","2024","Juillet 2025 (rapport SOFI)","millions de No","3.6"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Lituanie","Valeur","Cost of animal source foods, LCU per person per day","2021","Juillet 2025 (rapport SOFI)","UML/personne/jour","0.39"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Lituanie","Valeur","Cost of animal source foods, PPP dollar per person per day","2021","Juillet 2025 (rapport SOFI)","Int$ (PPP) per person per day","0.78"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Lituanie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2017","Juillet 2025 (rapport SOFI)","millions de No","0.6"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Lituanie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2018","Juillet 2025 (rapport SOFI)","millions de No","0.5"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Lituanie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2019","Juillet 2025 (rapport SOFI)","millions de No","0.4"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Lituanie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2020","Juillet 2025 (rapport SOFI)","millions de No","0.2"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Lituanie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2021","Juillet 2025 (rapport SOFI)","millions de No","0.2"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Lituanie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2022","Juillet 2025 (rapport SOFI)","millions de No","0.3"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Lituanie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2023","Juillet 2025 (rapport SOFI)","millions de No","0.3"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Lituanie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2024","Juillet 2025 (rapport SOFI)","millions de No","0.2"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Luxembourg","Valeur","Cost of animal source foods, LCU per person per day","2021","Juillet 2025 (rapport SOFI)","UML/personne/jour","0.51"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Luxembourg","Valeur","Cost of animal source foods, PPP dollar per person per day","2021","Juillet 2025 (rapport SOFI)","Int$ (PPP) per person per day","0.53"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Luxembourg","Valeur","Number of people unable to afford a healthy diet (NUA), million","2017","Juillet 2025 (rapport SOFI)","millions de No","<0.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Luxembourg","Valeur","Number of people unable to afford a healthy diet (NUA), million","2018","Juillet 2025 (rapport SOFI)","millions de No","<0.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Luxembourg","Valeur","Number of people unable to afford a healthy diet (NUA), million","2019","Juillet 2025 (rapport SOFI)","millions de No","<0.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Luxembourg","Valeur","Number of people unable to afford a healthy diet (NUA), million","2020","Juillet 2025 (rapport SOFI)","millions de No","<0.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Luxembourg","Valeur","Number of people unable to afford a healthy diet (NUA), million","2021","Juillet 2025 (rapport SOFI)","millions de No","<0.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Luxembourg","Valeur","Number of people unable to afford a healthy diet (NUA), million","2022","Juillet 2025 (rapport SOFI)","millions de No","<0.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Luxembourg","Valeur","Number of people unable to afford a healthy diet (NUA), million","2023","Juillet 2025 (rapport SOFI)","millions de No","<0.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Luxembourg","Valeur","Number of people unable to afford a healthy diet (NUA), million","2024","Juillet 2025 (rapport SOFI)","millions de No","<0.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Macédoine du Nord","Valeur","Cost of animal source foods, LCU per person per day","2021","Juillet 2025 (rapport SOFI)","UML/personne/jour","24.41"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Macédoine du Nord","Valeur","Cost of animal source foods, PPP dollar per person per day","2021","Juillet 2025 (rapport SOFI)","Int$ (PPP) per person per day","1.17"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Macédoine du Nord","Valeur","Number of people unable to afford a healthy diet (NUA), million","2017","Juillet 2025 (rapport SOFI)","millions de No","0.5"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Macédoine du Nord","Valeur","Number of people unable to afford a healthy diet (NUA), million","2018","Juillet 2025 (rapport SOFI)","millions de No","0.4"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Macédoine du Nord","Valeur","Number of people unable to afford a healthy diet (NUA), million","2019","Juillet 2025 (rapport SOFI)","millions de No","0.4"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Macédoine du Nord","Valeur","Number of people unable to afford a healthy diet (NUA), million","2020","Juillet 2025 (rapport SOFI)","millions de No","0.4"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Macédoine du Nord","Valeur","Number of people unable to afford a healthy diet (NUA), million","2021","Juillet 2025 (rapport SOFI)","millions de No","0.3"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Macédoine du Nord","Valeur","Number of people unable to afford a healthy diet (NUA), million","2022","Juillet 2025 (rapport SOFI)","millions de No","0.3"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Macédoine du Nord","Valeur","Number of people unable to afford a healthy diet (NUA), million","2023","Juillet 2025 (rapport SOFI)","millions de No","0.3"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Macédoine du Nord","Valeur","Number of people unable to afford a healthy diet (NUA), million","2024","Juillet 2025 (rapport SOFI)","millions de No","0.3"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Madagascar","Valeur","Cost of animal source foods, LCU per person per day","2021","Juillet 2025 (rapport SOFI)","UML/personne/jour","1432.65"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Madagascar","Valeur","Cost of animal source foods, PPP dollar per person per day","2021","Juillet 2025 (rapport SOFI)","Int$ (PPP) per person per day","1.27"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Madagascar","Valeur","Number of people unable to afford a healthy diet (NUA), million","2017","Juillet 2025 (rapport SOFI)","millions de No","24.9"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Madagascar","Valeur","Number of people unable to afford a healthy diet (NUA), million","2018","Juillet 2025 (rapport SOFI)","millions de No","25.6"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Madagascar","Valeur","Number of people unable to afford a healthy diet (NUA), million","2019","Juillet 2025 (rapport SOFI)","millions de No","26.2"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Madagascar","Valeur","Number of people unable to afford a healthy diet (NUA), million","2020","Juillet 2025 (rapport SOFI)","millions de No","27.2"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Madagascar","Valeur","Number of people unable to afford a healthy diet (NUA), million","2021","Juillet 2025 (rapport SOFI)","millions de No","27.9"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Madagascar","Valeur","Number of people unable to afford a healthy diet (NUA), million","2022","Juillet 2025 (rapport SOFI)","millions de No","28.6"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Madagascar","Valeur","Number of people unable to afford a healthy diet (NUA), million","2023","Juillet 2025 (rapport SOFI)","millions de No","29.3"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Madagascar","Valeur","Number of people unable to afford a healthy diet (NUA), million","2024","Juillet 2025 (rapport SOFI)","millions de No","29.9"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Malaisie","Valeur","Cost of animal source foods, LCU per person per day","2021","Juillet 2025 (rapport SOFI)","UML/personne/jour","1.31"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Malaisie","Valeur","Cost of animal source foods, PPP dollar per person per day","2021","Juillet 2025 (rapport SOFI)","Int$ (PPP) per person per day","0.84"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Malaisie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2017","Juillet 2025 (rapport SOFI)","millions de No","1.4"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Malaisie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2018","Juillet 2025 (rapport SOFI)","millions de No","1.2"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Malaisie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2019","Juillet 2025 (rapport SOFI)","millions de No","0.9"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Malaisie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2020","Juillet 2025 (rapport SOFI)","millions de No","1.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Malaisie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2021","Juillet 2025 (rapport SOFI)","millions de No","1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Malaisie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2022","Juillet 2025 (rapport SOFI)","millions de No","0.7"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Malaisie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2023","Juillet 2025 (rapport SOFI)","millions de No","0.7"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Malaisie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2024","Juillet 2025 (rapport SOFI)","millions de No","0.6"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Malawi","Valeur","Cost of animal source foods, LCU per person per day","2021","Juillet 2025 (rapport SOFI)","UML/personne/jour","383.39"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Malawi","Valeur","Cost of animal source foods, PPP dollar per person per day","2021","Juillet 2025 (rapport SOFI)","Int$ (PPP) per person per day","1.36"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Malawi","Valeur","Number of people unable to afford a healthy diet (NUA), million","2017","Juillet 2025 (rapport SOFI)","millions de No","15.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Malawi","Valeur","Number of people unable to afford a healthy diet (NUA), million","2018","Juillet 2025 (rapport SOFI)","millions de No","15.7"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Malawi","Valeur","Number of people unable to afford a healthy diet (NUA), million","2019","Juillet 2025 (rapport SOFI)","millions de No","16.5"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Malawi","Valeur","Number of people unable to afford a healthy diet (NUA), million","2020","Juillet 2025 (rapport SOFI)","millions de No","17.2"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Malawi","Valeur","Number of people unable to afford a healthy diet (NUA), million","2021","Juillet 2025 (rapport SOFI)","millions de No","17.7"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Malawi","Valeur","Number of people unable to afford a healthy diet (NUA), million","2022","Juillet 2025 (rapport SOFI)","millions de No","18.3"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Malawi","Valeur","Number of people unable to afford a healthy diet (NUA), million","2023","Juillet 2025 (rapport SOFI)","millions de No","19.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Malawi","Valeur","Number of people unable to afford a healthy diet (NUA), million","2024","Juillet 2025 (rapport SOFI)","millions de No","19.8"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Maldives","Valeur","Cost of animal source foods, LCU per person per day","2021","Juillet 2025 (rapport SOFI)","UML/personne/jour","8.15"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Maldives","Valeur","Cost of animal source foods, PPP dollar per person per day","2021","Juillet 2025 (rapport SOFI)","Int$ (PPP) per person per day","0.8"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Maldives","Valeur","Number of people unable to afford a healthy diet (NUA), million","2017","Juillet 2025 (rapport SOFI)","millions de No","<0.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Maldives","Valeur","Number of people unable to afford a healthy diet (NUA), million","2018","Juillet 2025 (rapport SOFI)","millions de No","<0.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Maldives","Valeur","Number of people unable to afford a healthy diet (NUA), million","2019","Juillet 2025 (rapport SOFI)","millions de No","<0.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Maldives","Valeur","Number of people unable to afford a healthy diet (NUA), million","2020","Juillet 2025 (rapport SOFI)","millions de No","<0.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Maldives","Valeur","Number of people unable to afford a healthy diet (NUA), million","2021","Juillet 2025 (rapport SOFI)","millions de No","<0.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Maldives","Valeur","Number of people unable to afford a healthy diet (NUA), million","2022","Juillet 2025 (rapport SOFI)","millions de No","<0.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Maldives","Valeur","Number of people unable to afford a healthy diet (NUA), million","2023","Juillet 2025 (rapport SOFI)","millions de No","<0.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Maldives","Valeur","Number of people unable to afford a healthy diet (NUA), million","2024","Juillet 2025 (rapport SOFI)","millions de No","<0.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Mali","Valeur","Cost of animal source foods, LCU per person per day","2021","Juillet 2025 (rapport SOFI)","UML/personne/jour","255.58"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Mali","Valeur","Cost of animal source foods, PPP dollar per person per day","2021","Juillet 2025 (rapport SOFI)","Int$ (PPP) per person per day","1.33"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Mali","Valeur","Number of people unable to afford a healthy diet (NUA), million","2017","Juillet 2025 (rapport SOFI)","millions de No","11.3"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Mali","Valeur","Number of people unable to afford a healthy diet (NUA), million","2018","Juillet 2025 (rapport SOFI)","millions de No","10.6"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Mali","Valeur","Number of people unable to afford a healthy diet (NUA), million","2019","Juillet 2025 (rapport SOFI)","millions de No","10.4"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Mali","Valeur","Number of people unable to afford a healthy diet (NUA), million","2020","Juillet 2025 (rapport SOFI)","millions de No","11.9"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Mali","Valeur","Number of people unable to afford a healthy diet (NUA), million","2021","Juillet 2025 (rapport SOFI)","millions de No","12.9"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Mali","Valeur","Number of people unable to afford a healthy diet (NUA), million","2022","Juillet 2025 (rapport SOFI)","millions de No","14.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Mali","Valeur","Number of people unable to afford a healthy diet (NUA), million","2023","Juillet 2025 (rapport SOFI)","millions de No","14.4"
